Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7N3PAbqfTjSEU1edb2tY8j,"2cnMpRsOVqtPMfq7YiFE6K","Jump - 2015 Remaster","1984 (Remastered)","Van Halen",1984-01-04,241599,80,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,rock",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4
0mHyWYXmmCB9iQyK18m3FQ,"3gMaNLQm7D9MornNILzdSl","Hello","Can't Slow Down","Lionel Richie",1983-01-01,251106,60,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"soft rock",0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,4
0GTK6TesV108Jj5D3MHsYb,"7AC976RDJzL2asmZuz7qil","Owner of a Lonely Heart","90125 (Deluxe Version)","Yes",1983-06-01,268506,73,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,art rock,classic rock,hard rock,progressive rock,rock,soft rock,symphonic rock",0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,4
300zfRaCgTmEm5Eqe3HqZZ,"0NyzfcGDZZ6GM25EBG9BYK","Ghostbusters","Arista Heritage Series: Ray Parker","Ray Parker Jr.",2000-02-08,240800,60,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,4
2wSAWEYUHkt92X4SBAPqZE,"6kz53iCdBSqhQCZ21CoLcc","Karma Chameleon - Remastered 2002","Colour By Numbers","Culture Club",1983-10-01,252773,76,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,new romantic,new wave,new wave pop,soft rock,synthpop",0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,4
1Qrdlkgg9I4J7r3P4kZNwr,"2TPyCsRoh2tjeZLTQ2ojlj","Missing You","No Brakes","John Waite",1984-01-01,269760,72,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,soft rock",0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,4
2Wb9ejnmy27DUTUe9YF5Ew,"3gMaNLQm7D9MornNILzdSl","All Night Long (All Night) - Single Version","The Definitive Collection","Lionel Richie",2003,260426,61,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"soft rock",0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,4
4VyU9Tg4drTj2mOUZHSK2u,"5jNGQ7VOU87x5402JjhTtd","Let's Hear It for the Boy - From Footloose Original Soundtrack","Let's Hear It for the Boy (Expanded Edition)","Deniece Williams",2016-04-01,262440,67,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"contemporary r&b,disco,funk,motown,quiet storm,soul,urban contemporary",0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,4
7FwBtcecmlpc1sLySPXeGE,"3eqjTLE0HfPfh78zjh6TqT","Dancing In the Dark","Born In The U.S.A.","Bruce Springsteen",1984-06-04,241306,80,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"heartland rock,mellow gold,permanent wave,rock,singer-songwriter",0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,4
4y1LsJpmMti1PfRQV9AWWe,"2BTZIqw0ntH9MvilQ3ewNY","Girls Just Want to Have Fun","She's So Unusual","Cyndi Lauper",1983-10-14,238266,81,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop,new wave pop,permanent wave,soft rock",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4
0OsWMTxDjtpmJjX43113oq,"0lZoBs4Pzo7R89JM9lxwoT","The Reflex","Greatest","Duran Duran",1998-11-09,266933,51,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.556,0.9,0,-6.11,1,0.097,0.123,0,0.571,0.804,126.686,4
1Jj6MF0xDOMA3Ut2Z368Bx,"2BTZIqw0ntH9MvilQ3ewNY","Time After Time","She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition)","Cyndi Lauper",2014-03-28,243066,71,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop,new wave pop,permanent wave,soft rock",0.724,0.436,0,-9.321,1,0.0282,0.576,0.00000119,0.0908,0.324,130.439,4
3L9ClO1W5KmebIXTrlKShF,"2kreKea2n96dXjcyAU9j5N","Jump (For My Love)","Break Out","The Pointer Sisters",1983-11-06,267226,61,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,4
7fRvtXvJMpGfTLdF0M09a1,"3daM7asS0gCFvyLemNx2EE","Talking In Your Sleep","In Heat","The Romantics",1983-02-14,235093,66,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,power pop,soft rock,synthpop",0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,4
6JNJERZGJwDVgkmbohBw7u,"4463nfFMmK1cwAWBQDwT5e","Self Control","Self Control","Laura Branigan",1984,246440,76,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new romantic,new wave pop,soft rock,synthpop",0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4
1ATq1R2bLeKXOSti9kzj5f,"77tT1kLj6mCWtFNqiOmP9H","Say It Isn't So","Rock 'N Soul, Part 1 (Expanded Edition)","Daryl Hall & John Oates",1983,257093,51,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,yacht rock",0.774,0.788,4,-7.069,0,0.0281,0.118,0,0.153,0.972,114.152,4
0BJU4rYOfj43xHw6gvTIwE,"5jVeqi3PNaTOajfvBa4uFn","Hold Me Now","Into The Gap","Thompson Twins",1984-10-01,286666,54,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new romantic,new wave,new wave pop,synthpop",0.787,0.516,7,-12.792,1,0.0332,0.66,0.000011,0.293,0.882,108.19,4
6edQfeOlqbGteYixpJl3Sm,"3VNITwohbvU5Wuy5PC6dsI","Joanna - Single Version","The Very Best Of Kool & The Gang (Reissue)","Kool & The Gang",1999-03-01,239626,47,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,funk,motown,soul",0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,4
6RNDeRnWsRMjPdNVgupZCs,"7guDJrEfX3qb6FEbdPA5qi","I Just Called To Say I Love You","At The Close Of A Century","Stevie Wonder",1999-11-23,262240,77,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"motown,soul",0.748,0.551,1,-9.054,1,0.0239,0.243,0.00000157,0.0943,0.65,113.535,4
6A4Jc8npNo79BOgsrPptLA,"3xs0LEzcPXtgNfMNcHzLIP","Somebody's Watching Me - Single Version","Scream","Rockwell",2017-09-27,237760,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.767,0.712,1,-4.128,0,0.0324,0.0409,0.0000808,0.132,0.804,124.092,4
1mCsF9Tw4AkIZOjvZbZZdT,"3bmFPbLMiLxtR9tFrTcKcP","Break My Stride","I Don't Speak The Language","Matthew Wilder",1983-03-19,184480,74,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new wave pop",0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,4
4ZhPLoMzZwewHLLjV1J15c,"6Tz0QRoe083BcOo2YbG9lV","99 Luftballons","Nena","Nena",1983-09-23,232466,75,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"german pop,new wave pop",0.575,0.555,4,-7.495,1,0.0453,0.103,0.0000013,0.111,0.504,95.361,4
37nxLdGbmgEYQYrqe14xOp,"1HvcqyRLS9nF8hAbTWOqpr","I Can Dream About You","Streets Of Fire","Dan Hartman",1987-05-25,249560,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco",0.743,0.5,9,-14.105,1,0.0513,0.0515,0,0.0373,0.903,112.989,4
179SfVFJ0ZN41toTxnpgRD,"6OQrOpxSIfPai3cFaN4v4P","The Glamorous Life","The Glamorous Life","Sheila E.",1984,543560,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"contemporary r&b,disco,freestyle,funk,minneapolis sound,new jack swing,quiet storm,rock drums,urban contemporary",0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,4
4zEi4tr3lEhiAvTRxEzbEz,"5xQKoGD7Ql92fWd1uWwKkf","Oh Sherrie","Street Talk (Expanded Edition)","Steve Perry",1984-04-01,229346,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,heartland rock,mellow gold,new wave pop,soft rock,yacht rock",0.333,0.695,5,-5.116,1,0.0465,0.372,0.00000713,0.107,0.317,203.753,4
0ROwoz82DIW4tOzkxYnSjf,"3gMaNLQm7D9MornNILzdSl","Stuck On You","Can't Slow Down","Lionel Richie",1983-01-01,195133,62,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"soft rock",0.522,0.346,5,-15.462,1,0.0297,0.258,0,0.114,0.27,131.692,4
23l1kVpqMVREiwU1YAlcr4,"3PhoLpVuITZKcymswpck5b","I Guess That's Why They Call It The Blues","Too Low For Zero","Elton John",1983-05-30,285333,72,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"glam rock,mellow gold,piano rock,rock",0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,3
2FAL6hxj5Qxuj0kWOkEOsF,"2BTZIqw0ntH9MvilQ3ewNY","She Bop","She's So Unusual","Cyndi Lauper",1983-10-14,229266,55,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop,new wave pop,permanent wave,soft rock",0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,4
4FMNpPI7mkhdeFCCk6fZiE,"6tbjWDEIzxoDsBA1FuhfPW","Borderline","Celebration (double disc version)","Madonna",2009-09-18,238360,57,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop,pop",0.807,0.764,2,-5.186,1,0.0312,0.082,0.0000387,0.115,0.371,119.867,4
1QbQL5m30YNvukitIqAnFG,"0smy8yDrRoI4CnhpOuthg0","Sunglasses At Night","The Singles","Corey Hart",1992-01-01,320573,62,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop",0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736,4
0pUVeEgZuNyFzIMKp67RbS,"7lzordPuZEXxwt9aoVZYmG","Eyes Without A Face","Rebel Yell","Billy Idol",1983-11-01,299240,77,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,4
78RIER8V6EhrqVPOBi2GYa,"0NKDgy9j66h3DLnN8qu1bB,5MspMQqdVbdwP6ax3GXqum,7gcCQIlkkfbul5Mt0jBQkg","Here Comes the Rain Again - Remastered Version","Touch (Reissue - Deluxe Edition)","Eurythmics,Annie Lennox,Dave Stewart",1983-11-14,294586,66,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,dance rock,new romantic,new wave,new wave pop,rock,singer-songwriter,soft rock,sophisti-pop,synthpop,rock keyboard",0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,4
5zA8vzDGqPl2AzZkEYQGKh,"6zFYqv1mOsgBRQbae3JJ9e","Uptown Girl","An Innocent Man","Billy Joel",1983-08-08,197706,81,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4
57trQKFZdJxHia4sMJioWk,"1Ha0Fz4i0d4gu5fZbhBCtH","Sister Christian","Midnight Madness","Night Ranger",1983-01-01,302933,64,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,glam metal,hard rock,heartland rock,soft rock",0.448,0.35,5,-16.239,1,0.0393,0.147,0.00000227,0.0842,0.234,177.279,4
3wfujdbamR3Z46F4xav7LM,"6DCIj8jNaNpBz8e5oKFPtp","Drive","Heartbeat City","The Cars",1984-03-13,234493,68,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,5
7k7i5YHJSLTbBSuwnWtSBn,"4BoRxUdrcgbbq1rxJvvhg9","Twist of Fate","Stranger Things (Soundtrack from the Netflix Original Series)","Olivia Newton-John",2017-10-27,217053,51,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,australian dance,disco,mellow gold,soft rock",0.608,0.737,1,-7.573,0,0.0369,0.212,0.000202,0.0995,0.632,164.345,4
2iitSsbNPH0EJPyyEpvSgg,"0lZoBs4Pzo7R89JM9lxwoT","Union of the Snake","Seven and the Ragged Tiger","Duran Duran",1983-11-21,264133,36,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.705,0.846,11,-4.618,0,0.0466,0.231,0.000021,0.71,0.86,115.076,4
02B7SoMf8FmdWJdZTqpnWF,"7A9yZMTrFZcgEWAX2kBfK6","The Heart Of Rock & Roll - Single Edit","Greatest Hits: Huey Lewis And The News","Huey Lewis & The News",2006-01-01,245733,49,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.581,0.874,10,-5.811,1,0.0347,0.0221,0.00000238,0.113,0.947,143.284,4
3Tows9RnoAq9CmMJaII2cO,"3iDD7bnsjL9J4fO298r0L0","Hard Habit to Break - 2006 Remaster","Chicago 17 (Expanded & Remastered)","Chicago",1984-05-14,283733,61,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",0.584,0.612,2,-5.833,1,0.0283,0.448,0,0.171,0.402,81.182,4
2hQnLzly0jRPpLPp23sA4i,"3RFGnJaDVOyxL9YcFaKatu,2dgfCEMSVETFp29mRpiFpz","The Warrior (feat. Patty Smyth)","Warrior","Scandal,Patty Smyth",1984-08-21,240826,58,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new wave pop",0.606,0.777,2,-11.034,1,0.0347,0.089,0,0.321,0.859,123.077,4
4TIkesxpN5caX6XpsiirnH,"49iKbKGqgn8OESkW5WduX0","If Ever You're in My Arms Again","Bedroom Classics, Vol. 2","Peabo Bryson",2005-03-22,255720,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"quiet storm",0.599,0.442,3,-9.755,0,0.0239,0.667,0,0.143,0.415,96.213,4
0yPEHHXezar80rMIQVRfTu,"2kreKea2n96dXjcyAU9j5N","Automatic","Break Out","The Pointer Sisters",1983-11-06,286613,39,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",0.784,0.453,5,-16.124,1,0.0506,0.163,0,0.45,0.927,110.704,4
4d8Bqtm7ODdQLFXxPSuK64,"2O8QAJmRrwkFXq2aWZnHYB","Let The Music Play","The Best Is Yet To Come","Shannon",2000-12-01,216000,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"freestyle,hi-nrg,minneapolis sound,post-disco",0.765,0.872,10,-6.993,0,0.119,0.0038,0.482,0.275,0.901,118.074,4
0uBwcaTkY1BPpIZhxuhS67,"4etuCZVdP8yiNPn4xf0ie5,5W5bDNCqJ1jbCgTxDD0Cb3","To All the Girls I've Loved Before","1100 Bel Air Place","Julio Iglesias,Willie Nelson",1984-08-24,212666,48,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"latin pop,classic country pop,classic texas country,country,country rock,nashville sound,outlaw country,singer-songwriter",0.551,0.572,6,-7.244,1,0.0328,0.521,0.0000186,0.0859,0.337,82.22,4
270N4xGB60dza0AoB1tT9a,"5IDs1CK15HegSAhGEbSYXo","Caribbean Queen (No More Love On the Run)","Suddenly (Expanded Edition)","Billy Ocean",1984-09-12,475226,47,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,mellow gold,motown,new romantic,new wave pop,soft rock,synthpop,yacht rock",0.805,0.672,5,-6.281,1,0.0272,0.132,0.00235,0.0822,0.969,113.849,4
2zFdsAIk9r2Mi7Lmm1w3sM,"3CkvROUTQ6nRi9yQOcsB50","That's All - 2007 Remaster","Genesis","Genesis",1983-10-03,264573,66,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,art rock,classic rock,hard rock,mellow gold,progressive rock,rock,soft rock,symphonic rock",0.596,0.657,4,-8.784,0,0.0345,0.235,0.0139,0.102,0.774,175.263,4
3dciOkDSHPrhvriovMdw8N,"3gMaNLQm7D9MornNILzdSl","Running With The Night - Single Version","The Definitive Collection","Lionel Richie",2003,249346,33,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"soft rock",0.766,0.598,9,-9.72,0,0.0355,0.0258,0.000617,0.522,0.756,120.19,4
1fF2dvBsbTk2wrOEaR6f5B,"3PhoLpVuITZKcymswpck5b","Sad Songs (Say So Much)","To Be Continued...","Elton John",1990-11-08,249226,53,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"glam rock,mellow gold,piano rock,rock",0.745,0.911,0,-6.259,1,0.0285,0.148,0.000522,0.375,0.93,107.239,4
0mZNKyrUmsrlDRoYHWsyMu,"7A9yZMTrFZcgEWAX2kBfK6","I Want A New Drug","Greatest Hits: Huey Lewis And The News","Huey Lewis & The News",2006-01-01,211840,59,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.672,0.897,2,-4.92,1,0.0541,0.0786,0.0000064,0.389,0.777,110.289,4
4dqEzdFAYkj1rjYLVDuTlN,"32vWCbZh0xZ4o9gkz4PsEU,4tw2Lmn9tTPUv7Gy7mVPI4","Islands In the Stream","Ultimate Dolly Parton","Dolly Parton,Kenny Rogers",2003-06-03,249293,59,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic country pop,country,country dawn,nashville sound",0.595,0.473,8,-9.828,1,0.0347,0.702,0,0.0725,0.716,204.016,4
64k3qg5AwnINfBXmCJOHA3,"43mhFhQ4JAknA7Ik1bOZuV","Love Is A Battlefield","Best Shots","Pat Benatar",1989-01-01,323493,46,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.679,0.705,2,-8.939,0,0.049,0.0851,0.00096,0.0674,0.868,90.598,4
3ONQHqfJFlOqD5k0hQNmhH,"2y8Jo9CKhJvtfeKOsYzRdT","Infatuation","Camouflage (Expanded Edition)","Rod Stewart",1984,314533,35,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"mellow gold,soft rock",0.709,0.576,11,-15.754,0,0.0308,0.0345,0.0295,0.198,0.77,107.149,4
6MzXkSZaFeeaOss1rJweXk,"79kloYBe4FaMHh6lG7VaG6,4lPDIYPFDs5gpcToUczJDs","Almost Paradise (feat. Ann Wilson)","Classics","Mike Reno,Ann Wilson",1994,230093,45,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.568,0.354,8,-10.641,1,0.0325,0.515,0.00000608,0.0795,0.0617,129.092,4
7t6CAWplijBj4sdl0q3z0e,"2AM4ilv6UzW0uMRuqKtDgN","Legs - 2008 Remaster","Eliminator","ZZ Top",1983-03-23,273906,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,blues rock,classic rock,hard rock,rock",0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,4
1sLTxLJzyoBJiPzv420KAx,"2yrbLiuBmc9j81lTX3XUuI,3d2pb1dHTm8b61zAGVUVvO","State of Shock","Victory","The Jacksons,Mick Jagger",1984-07-02,271000,43,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,motown,classic rock,dance rock",0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,4
1FSkS6h2UVI2LGAXlOYzcY,"6IFXsrXBpwbIqtOUOiAa3p","Love Somebody - from Hard to Hold - Original Soundtrack","Hard To Hold","Rick Springfield",1984-04-07,213986,46,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,australian rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,soft rock,yacht rock",0.566,0.892,4,-4.698,1,0.0339,0.0151,0.000406,0.0873,0.71,138.569,4
56SnVQVuJuqnYA6rLdcg32,"6kz53iCdBSqhQCZ21CoLcc","Miss Me Blind - Remastered 2003","Colour By Numbers","Culture Club",1983-10-01,269880,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,new romantic,new wave,new wave pop,soft rock,synthpop",0.768,0.816,7,-6.66,0,0.0388,0.394,0,0.313,0.794,121.932,4
2pAdtQuiEVGr7nOXGiv7t4,"7A9yZMTrFZcgEWAX2kBfK6","If This Is It","Sports","Huey Lewis & The News",1983,233160,60,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.376,0.667,7,-7.407,1,0.0356,0.209,0.0000015,0.317,0.844,108.177,4
7BvuV4c1BGhaRapcXvRu5z,"6DCIj8jNaNpBz8e5oKFPtp","You Might Think","Heartbeat City","The Cars",1984-03-13,185026,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",0.71,0.774,2,-9.335,1,0.0333,0.141,0.0136,0.0348,0.966,133.924,4
2hWI9GNr3kBrxZ7Mphho4Q,"6tbjWDEIzxoDsBA1FuhfPW","Lucky Star","Madonna","Madonna",1983-07-27,337840,56,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop,pop",0.793,0.627,4,-10.599,0,0.0431,0.266,0.000071,0.145,0.963,117.203,4
4U7NhC2rQTAhH7dw7H0goB,"3eqjTLE0HfPfh78zjh6TqT","Cover Me","Born In The U.S.A.","Bruce Springsteen",1984-06-04,205986,57,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"heartland rock,mellow gold,permanent wave,rock,singer-songwriter",0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,4
3vV3cr2TpPqFk07zxYUbla,"1dLWg6m8RRhizsdqJbhyj3","Cum on Feel the Noize","Metal Health","Quiet Riot",1983,290960,72,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,glam metal,hard rock,metal,rock",0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,4
5Y11OSMr5hqiEu8ZJoXU17,"3oZa8Xs6IjlIUGLAhVyK4G","Breakdance - Radio Edit","What a Feelin'","Irene Cara",1983-11-02,207240,45,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,new romantic,new wave pop,soft rock,synthpop",0.691,0.803,5,-7.464,0,0.0501,0.000775,0.175,0.123,0.533,130.833,4
3sIsG7vDZr17BVimMeZZQS,"77tT1kLj6mCWtFNqiOmP9H","Adult Education","Rock 'N Soul, Part 1 (Expanded Edition)","Daryl Hall & John Oates",1983,323613,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,yacht rock",0.66,0.749,9,-7.282,0,0.0372,0.0371,0.0000374,0.042,0.932,91.464,4
0tOkXHcYsR2Y07XiGl0Yme,"6f8l45N3qZB1xSCH1qFCFB","They Don't Know","You Broke My Heart In Seventeen Places","Tracey Ullman",1983-11-25,179626,49,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new wave pop",0.505,0.843,0,-3.952,1,0.0372,0.142,0.0000734,0.148,0.809,114.076,4
1Gg14U26oq94uWcG7khccX,"6zFYqv1mOsgBRQbae3JJ9e","An Innocent Man","An Innocent Man","Billy Joel",1983-08-08,318000,55,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",0.509,0.382,0,-9.441,1,0.0351,0.0466,0,0.112,0.427,105.764,4
0wnJdLDUi9fkDl5nxhDlqO,"3sc7iUG1Wwpwx7bHeZolgx","Cruel Summer","The Greatest Hits Collection (Collector Edition)","Bananarama",2017-11-24,215400,50,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"girl group,hi-nrg,new romantic,new wave,new wave pop,soft rock",0.697,0.828,1,-8.796,0,0.0266,0.343,0.0154,0.271,0.926,108.367,4
